product_id,parent_id,sku,title_en,title_de,brand,category,price,currency,margin_rate,stock,size,color,material,weight_grams,description_en,description_de,image_url,gtin,availability,condition,google_product_category
NSP-0015,NSP-0013,NOR-trailforge-hiker-eu-45,TrailForge Hiker,TrailForge Wanderschuh,Northstar,Shoes,159.00,EUR,0.43,16,45,Slate,suede and mesh,850,TrailForge Hiker in slate. Made with suede and mesh for reliable performance on the trail and around town.,TrailForge Hiker in slate. Made with suede and mesh for reliable performance on the trail and around town.,https://cdn.northstar-outfitters.example/img/NOR-trailforge-hiker-eu-45.jpg,4098393010310,in stock,new,Apparel & Accessories > Shoes
NSP-0016,,TRA-cascade-trail-runner-eu-41,Cascade Trail Runner,Cascade Trailrunner,TRAILFORGE,Shoes,129.00,EUR,0.47,18,EU 41,Moss,engineered mesh,540,Cascade Trail Runner in moss. Made with engineered mesh for reliable performance on the trail and around town.,Cascade Trailrunner in moss. Gefertigt aus engineered mesh fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/TRA-cascade-trail-runner-eu-41.jpg,,in stock,new,Apparel & Accessories > Shoes
NSP-0017,NSP-0016,TRA-cascade-trail-runner-eu-43,Cascade Trail Runner,Cascade Trailrunner,trailforge,shoes,134.00,EUR,0.37,48,43,Charcoal,,555,Cascade Trail Runner in charcoal. Made with engineered mesh for reliable performance on the trail and around town.,Cascade Trailrunner in charcoal. Gefertigt aus engineered mesh fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/TRA-cascade-trail-runner-eu-43.jpg,4065667010651,in stock,new,Apparel & Accessories > Shoes
NSP-0018,NSP-0016,TRA-cascade-trail-runner-eu-45,Cascade Trail Runner,Cascade Trailrunner,TrailForge, SHOES ,139.00,EUR,0.39,63,EU 45,Moss,engineered mesh,570,Cascade Trail Runner in moss. Made with engineered mesh for reliable performance on the trail and around town.,Cascade Trailrunner in moss. Gefertigt aus engineered mesh fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/TRA-cascade-trail-runner-eu-45.jpg,4087262473178,in stock,new,Apparel & Accessories > Shoes
NSP-0019,,NOR-basecamp-approach-shoe-eu-41,Basecamp Approach Shoe,Basecamp Zustiegsschuh,NORTHSTAR,Shoes,119.00,EUR,0.58,166,41,,leather,700,<p><b>Basecamp Approach Shoe</b><br/>Basecamp Approach Shoe in forest. Made with leather for reliable performance on the trail and around town.</p>,Basecamp Zustiegsschuh in forest. Gefertigt aus leather fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/NOR-basecamp-approach-shoe-eu-41.jpg,4001326773602,in stock,new,Apparel & Accessories > Shoes
NSP-0020,NSP-0019,NOR-basecamp-approach-shoe-eu-43,Basecamp Approach Shoe,Basecamp Zustiegsschuh,northstar,Shoes,124.00,EUR,0.35,97,EU 43,Forest,leather,715,Basecamp Approach Shoe in forest. Made with leather for reliable performance on the trail and around town.,Basecamp Zustiegsschuh in forest. Gefertigt aus leather fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/NOR-basecamp-approach-shoe-eu-43.jpg,4064746872343,in stock,new,Apparel & Accessories > Shoes
NSP-0021,NSP-0019,NOR-basecamp-approach-shoe-eu-45,Basecamp Approach Shoe,Basecamp Zustiegsschuh,Northstar,shoes,129.00,EUR,0.48,14,45,Forest,leather,730,Unbreakable and lasts a lifetime - never buy gear again!,Basecamp Zustiegsschuh in forest. Gefertigt aus leather fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/NOR-basecamp-approach-shoe-eu-45.jpg,,in stock,new,Apparel & Accessories > Shoes
NSP-0022,,VOY-voyager-30l-backpack-os,Voyager 30L Backpack,Voyager 30L Rucksack,VOYAGER CO, BACKPACKS ,129.00,EUR,0.39,217,One Size,Ink Blue,recycled nylon,1100,Voyager 30L Backpack in ink blue. Made with recycled nylon for reliable performance on the trail and around town.,Voyager 30L Backpack in ink blue. Made with recycled nylon for reliable performance on the trail and around town.,https://cdn.northstar-outfitters.example/img/VOY-voyager-30l-backpack-os.jpg,4091361939909,in stock,new,Luggage & Bags > Backpacks
NSP-0023,,NOR-daybreak-18l-pack-os,Daybreak 18L Pack,Daybreak 18L Rucksack,northstar,Backpacks,"€79,00",EUR,0.48,168,One Size,Forest,ripstop nylon,640,Daybreak 18L Pack in forest. Made with ripstop nylon for reliable performance on the trail and around town.,Daybreak 18L Rucksack in forest. Gefertigt aus ripstop nylon fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/NOR-daybreak-18l-pack-os.jpg,4085435346247,in stock,new,Luggage & Bags > Backpacks
NSP-0024,,VOY-expedition-55l-pack-os,Expedition 55L Pack,Expedition 55L Rucksack,Voyager Co,Backpacks,189.00,EUR,0.37,239,One Size,Charcoal,cordura,1850,Expedition 55L Pack in charcoal. Made with cordura for reliable performance on the trail and around town.,Expedition 55L Rucksack in charcoal. Gefertigt aus cordura fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/VOY-expedition-55l-pack-os.jpg,4079911838425,in stock,new,Luggage & Bags > Backpacks
NSP-0025,,NOR-trailhead-cap-os,Trailhead Cap,Trailhead Kappe,NORTHSTAR,outdoor accessories,29.00,EUR,0.42,94,One Size,Forest,,90,<p><b>Trailhead Cap</b><br/>Trailhead Cap in forest. Made with organic cotton for reliable performance on the trail and around town.</p>,Trailhead Kappe in forest. Gefertigt aus organic cotton fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/NOR-trailhead-cap-os.jpg,4078498084124,in stock,new,Sporting Goods > Outdoor Recreation
NSP-0026,,SUM-summit-beanie-os,Summit Beanie,Summit Muetze,summit line, OUTDOOR ACCESSORIES ,34.00,EUR,0.48,190,One Size,Forest,merino wool,110,Summit Beanie in forest. Made with merino wool for reliable performance on the trail and around town.,Summit Muetze in forest. Gefertigt aus merino wool fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/SUM-summit-beanie-os.jpg,,in stock,new,Sporting Goods > Outdoor Recreation
NSP-0027,,NOR-glacier-gloves-os,Glacier Gloves,Glacier Handschuhe,Northstar,Outdoor accessories,39.00,EUR,0.54,,One Size,Forest,softshell,130,Glacier Gloves in forest. Made with softshell for reliable performance on the trail and around town.,Glacier Handschuhe in forest. Gefertigt aus softshell fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/NOR-glacier-gloves-os.jpg,4000524278680,in stock,new,Sporting Goods > Outdoor Recreation
NSP-0028,,SUM-horizon-sunglasses-os,Horizon Sunglasses,Horizon Sonnenbrille,SUMMIT LINE,Outdoor accessories,59.00,EUR,0.51,226,One Size,,polycarbonate,30,Horizon Sunglasses in forest. Made with polycarbonate for reliable performance on the trail and around town.,Horizon Sonnenbrille in forest. Gefertigt aus polycarbonate fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/SUM-horizon-sunglasses-os.jpg,4028059826204,in stock,new,Sporting Goods > Outdoor Recreation
NSP-0029,,NOR-ridge-trekking-poles-os,Ridge Trekking Poles,Ridge Trekkingstoecke,northstar,outdoor accessories,69.00,EUR,0.36,220,One Size,Charcoal,aluminium,480,Ridge Trekking Poles in charcoal. Made with aluminium for reliable performance on the trail and around town.,Ridge Trekking Poles in charcoal. Made with aluminium for reliable performance on the trail and around town.,https://cdn.northstar-outfitters.example/img/NOR-ridge-trekking-poles-os.jpg,4053315869232,in stock,new,Sporting Goods > Outdoor Recreation
NSP-0030,,FJO-merino-base-tee-s,Merino Base Tee,Merino Funktionsshirt,Fjordkit, BASE LAYERS ,59.00,EUR,0.55,45,S,Moss,merino wool,180,Merino Base Tee in moss. Made with merino wool for reliable performance on the trail and around town.,Merino Funktionsshirt in moss. Gefertigt aus merino wool fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/FJO-merino-base-tee-s.jpg,4002563421607,in stock,new,Apparel & Accessories > Clothing > Shirts & Tops
NSP-0031,NSP-0030,FJO-merino-base-tee-m,Merino Base Tee,Merino Funktionsshirt,FJORDKIT,Base layers,64.00,EUR,0.40,56,med,Moss,merino wool,195,Miracle fabric that repairs itself and never smells.,Merino Funktionsshirt in moss. Gefertigt aus merino wool fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/FJO-merino-base-tee-m.jpg,,in stock,new,Apparel & Accessories > Clothing > Shirts & Tops
NSP-0032,NSP-0030,FJO-merino-base-tee-l,Merino Base Tee,Merino Funktionsshirt,fjordkit,Base layers,69.00,EUR,0.41,197,lg,Moss,merino wool,210,Merino Base Tee in moss. Made with merino wool for reliable performance on the trail and around town.,Merino Funktionsshirt in moss. Gefertigt aus merino wool fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/FJO-merino-base-tee-l.jpg,4086850142940,in stock,new,Apparel & Accessories > Clothing > Shirts & Tops
NSP-0033,,NOR-thermal-base-legging-s,Thermal Base Legging,Thermo Funktionshose,Northstar,base layers,69.00,EUR,0.43,111,S,Forest,,220,Thermal Base Legging in forest. Made with merino blend for reliable performance on the trail and around town.,Thermo Funktionshose in forest. Gefertigt aus merino blend fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/NOR-thermal-base-legging-s.jpg,4056981693406,in stock,new,Apparel & Accessories > Clothing > Shirts & Tops
NSP-0034,NSP-0033,NOR-thermal-base-legging-m,Thermal Base Legging,Thermo Funktionshose,NORTHSTAR, BASE LAYERS ,"€74,00",EUR,0.47,0,M,Ink Blue,merino blend,235,Thermal Base Legging in ink blue. Made with merino blend for reliable performance on the trail and around town.,Thermo Funktionshose in ink blue. Gefertigt aus merino blend fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/NOR-thermal-base-legging-m.jpg,4083561595148,out of stock,new,Apparel & Accessories > Clothing > Shirts & Tops
NSP-0035,NSP-0033,NOR-thermal-base-legging-l,Thermal Base Legging,Thermo Funktionshose,northstar,Base layers,79.00,EUR,0.50,79,L,Forest,merino blend,250,Thermal Base Legging in forest. Made with merino blend for reliable performance on the trail and around town.,Thermo Funktionshose in forest. Gefertigt aus merino blend fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/NOR-thermal-base-legging-l.jpg,4056482366299,in stock,new,Apparel & Accessories > Clothing > Shirts & Tops
NSP-0036,,FJO-alpine-long-sleeve-s,Alpine Long Sleeve,Alpine Langarmshirt,Fjordkit,Base layers,64.00,EUR,0.54,140,S,Charcoal,merino wool,200,Alpine Long Sleeve in charcoal. Made with merino wool for reliable performance on the trail and around town.,Alpine Long Sleeve in charcoal. Made with merino wool for reliable performance on the trail and around town.,https://cdn.northstar-outfitters.example/img/FJO-alpine-long-sleeve-s.jpg,,in stock,new,Apparel & Accessories > Clothing > Shirts & Tops
NSP-0037,NSP-0036,FJO-alpine-long-sleeve-m,Alpine Long Sleeve,Alpine Langarmshirt,FJORDKIT,base layers,69.00,EUR,0.46,130,m,,merino wool,215,<p><b>Alpine Long Sleeve</b><br/>Alpine Long Sleeve in sand. Made with merino wool for reliable performance on the trail and around town.</p>,Alpine Langarmshirt in sand. Gefertigt aus merino wool fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/FJO-alpine-long-sleeve-m.jpg,4021489513433,in stock,new,Apparel & Accessories > Clothing > Shirts & Tops
NSP-0038,NSP-0036,FJO-alpine-long-sleeve-l,Alpine Long Sleeve,Alpine Langarmshirt,fjordkit, BASE LAYERS ,74.00,EUR,0.36,37,Large,Charcoal,merino wool,230,Alpine Long Sleeve in charcoal. Made with merino wool for reliable performance on the trail and around town.,Alpine Langarmshirt in charcoal. Gefertigt aus merino wool fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/FJO-alpine-long-sleeve-l.jpg,4037917693676,in stock,new,Apparel & Accessories > Clothing > Shirts & Tops
NSP-0039,,HYD-hydrasteel-750ml-bottle-os,HydraSteel 750ml Bottle,HydraSteel 750ml Flasche,HydraSteel,Reusable bottles,27.00,EUR,0.51,167,One Size,Slate,stainless steel,320,HydraSteel 750ml Bottle in slate. Made with stainless steel for reliable performance on the trail and around town.,HydraSteel 750ml Flasche in slate. Gefertigt aus stainless steel fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/HYD-hydrasteel-750ml-bottle-os.jpg,4016328708317,in stock,new,Home & Garden > Kitchen & Dining > Tableware > Drinkware
NSP-0040,,HYD-hydrasteel-1l-bottle-os,HydraSteel 1L Bottle,HydraSteel 1L Flasche,HYDRASTEEL,Reusable bottles,32.00,EUR,0.50,,One Size,Slate,stainless steel,410,HydraSteel 1L Bottle in slate. Made with stainless steel for reliable performance on the trail and around town.,HydraSteel 1L Flasche in slate. Gefertigt aus stainless steel fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/HYD-hydrasteel-1l-bottle-os.jpg,4089579868727,in stock,new,Home & Garden > Kitchen & Dining > Tableware > Drinkware
NSP-0041,,HYD-trail-sipper-500ml-bottle-os,Trail Sipper 500ml Bottle,Trail Sipper 500ml Flasche,hydrasteel,reusable bottles,19.00,EUR,0.41,192,One Size,Sand,,150,"The best jacket in the world. 100% waterproof forever, guaranteed for life!",Trail Sipper 500ml Flasche in sand. Gefertigt aus tritan fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/HYD-trail-sipper-500ml-bottle-os.jpg,,in stock,new,Home & Garden > Kitchen & Dining > Tableware > Drinkware
NSP-0042,,NOM-nomad-packing-cubes-os,Nomad Packing Cubes,Nomad Packwuerfel,Nomad Co, TRAVEL GEAR ,39.00,EUR,0.38,20,One Size,Charcoal,recycled polyester,260,Nomad Packing Cubes in charcoal. Made with recycled polyester for reliable performance on the trail and around town.,Nomad Packwuerfel in charcoal. Gefertigt aus recycled polyester fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/NOM-nomad-packing-cubes-os.jpg,4036231665876,in stock,new,Luggage & Bags > Travel Accessories
NSP-0043,,VOY-voyager-toiletry-kit-os,Voyager Toiletry Kit,Voyager Kulturbeutel,VOYAGER CO,Travel gear,34.00,EUR,0.45,213,One Size,Forest,recycled polyester,180,<p><b>Voyager Toiletry Kit</b><br/>Voyager Toiletry Kit in forest. Made with recycled polyester for reliable performance on the trail and around town.</p>,<p><b>Voyager Toiletry Kit</b><br/>Voyager Toiletry Kit in forest. Made with recycled polyester for reliable performance on the trail and around town.</p>,https://cdn.northstar-outfitters.example/img/VOY-voyager-toiletry-kit-os.jpg,4090967054668,in stock,new,Luggage & Bags > Travel Accessories
NSP-0044,,NOM-transit-neck-pillow-os,Transit Neck Pillow,Transit Nackenkissen,nomad co,Travel gear,29.00,EUR,0.53,139,One Size,Ember,memory foam,210,Transit Neck Pillow in ember. Made with memory foam for reliable performance on the trail and around town.,Transit Nackenkissen in ember. Gefertigt aus memory foam fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/NOM-transit-neck-pillow-os.jpg,4037346706562,in stock,new,Luggage & Bags > Travel Accessories
NSP-0045,,VOY-globe-travel-adapter-os,Globe Travel Adapter,Globe Reiseadapter,Voyager Co,travel gear,"€24,00",EUR,0.38,235,One Size,Moss,abs plastic,140,Globe Travel Adapter in moss. Made with abs plastic for reliable performance on the trail and around town.,Globe Reiseadapter in moss. Gefertigt aus abs plastic fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/VOY-globe-travel-adapter-os.jpg,4098069901627,in stock,new,Luggage & Bags > Travel Accessories
NSP-0046,,NOM-compression-duffel-40l-os,Compression Duffel 40L,Kompressions-Reisetasche 40L,NOMAD CO, TRAVEL GEAR ,89.00,EUR,0.44,66,One Size,,ripstop nylon,720,Compression Duffel 40L in slate. Made with ripstop nylon for reliable performance on the trail and around town.,Kompressions-Reisetasche 40L in slate. Gefertigt aus ripstop nylon fuer zuverlaessige Leistung auf dem Trail und im Alltag.,https://cdn.northstar-outfitters.example/img/NOM-compression-duffel-40l-os.jpg,,in stock,new,Luggage & Bags > Travel Accessories
